"geo_level","geo_unit","voted","did_not_vote","not_eligible_to_vote","turnout","election","election_date","year"
"Assembly District","42","3520","20970","NA","0.144","2019 Off-Year Primary","2019-06-25T00:00:00.000","2019"
"Assembly District","44","324","1694","NA","0.161","2019 Off-Year Primary","2019-06-25T00:00:00.000","2019"
"Assembly District","48","208","1252","NA","0.142","2019 Off-Year Primary","2019-06-25T00:00:00.000","2019"
"Assembly District","58","3046","20859","NA","0.127","2019 Off-Year Primary","2019-06-25T00:00:00.000","2019"
"Assembly District","59","201","2135","NA","0.086","2019 Off-Year Primary","2019-06-25T00:00:00.000","2019"
"Assembly District","23","31934","37401","NA","0.461","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","24","26509","40259","NA","0.397","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","25","23821","38848","NA","0.38","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","26","35445","37201","NA","0.488","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","27","26810","39363","NA","0.405","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","28","33806","37898","NA","0.471","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","29","34638","40599","NA","0.46","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","30","29283","35383","NA","0.453","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","31","25229","39186","NA","0.392","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","32","32094","41279","NA","0.437","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","33","37154","43553","NA","0.46","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","34","22605","31837","NA","0.415","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","35","19762","31616","NA","0.385","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","36","35360","36023","NA","0.495","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","37","33300","37671","NA","0.469","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","38","22060","37539","NA","0.37","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","39","17051","28639","NA","0.373","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","40","17445","32427","NA","0.35","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","41","28086","42802","NA","0.396","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","42","32929","39171","NA","0.457","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","43","38705","40488","NA","0.489","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","44","36706","33975","NA","0.519","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","45","20129","37570","NA","0.349","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","46","30333","40008","NA","0.431","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","47","18625","35854","NA","0.342","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","48","18482","34553","NA","0.348","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","49","14249","32052","NA","0.308","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","50","32645","44653","NA","0.422","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","51","23811","33844","NA","0.413","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","52","62130","36617","NA","0.629","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","53","32544","43662","NA","0.427","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","54","24609","45127","NA","0.353","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","55","29126","43627","NA","0.4","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","56","38285","44675","NA","0.461","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","57","53162","42811","NA","0.554","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","58","34950","38770","NA","0.474","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","59","35343","40054","NA","0.469","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","60","31285","46064","NA","0.404","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","61","35813","36495","NA","0.495","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","62","40966","43314","NA","0.486","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","63","36914","40657","NA","0.476","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","64","36207","38517","NA","0.485","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","65","35984","40870","NA","0.468","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","66","49807","32463","NA","0.605","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","67","57130","33368","NA","0.631","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","68","36298","44325","NA","0.45","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","69","51383","35359","NA","0.592","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","70","44479","43674","NA","0.505","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","71","42909","43462","NA","0.497","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","72","34783","44730","NA","0.437","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","73","49963","36949","NA","0.575","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","74","43891","36786","NA","0.544","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","75","49175","39022","NA","0.558","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","76","49115","32584","NA","0.601","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","77","24153","38850","NA","0.383","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","78","19695","33963","NA","0.367","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","79","26256","45489","NA","0.366","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","80","26202","34859","NA","0.429","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","81","35689","34932","NA","0.505","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","82","36282","39416","NA","0.479","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","83","31075","35958","NA","0.464","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","84","23026","42357","NA","0.352","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","85","22872","38505","NA","0.373","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","86","21124","36979","NA","0.364","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","87","27240","41560","NA","0.396","2018 General","2018-11-06T00:00:00.000","2018"
"Assembly District","23","11340","40313","NA","0.22","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","24","9881","36564","NA","0.213","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","25","7456","31205","NA","0.193","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","26","12230","39008","NA","0.239","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","27","9349","34082","NA","0.215","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","28","11845","37283","NA","0.241","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","29","16312","43162","NA","0.274","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","30","10638","31468","NA","0.253","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","31","10683","37509","NA","0.222","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","32","14797","43448","NA","0.254","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","33","16352","45823","NA","0.263","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","34","9253","26245","NA","0.261","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","35","8528","25947","NA","0.247","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","36","13274","31288","NA","0.298","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","37","13043","33547","NA","0.28","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","38","7106","32977","NA","0.177","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","39","7401","21862","NA","0.253","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","40","6067","24658","NA","0.197","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","41","10600","31923","NA","0.249","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","42","16852","38525","NA","0.304","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","43","21136","41895","NA","0.335","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","44","20105","28044","NA","0.418","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","45","5300","22136","NA","0.193","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","46","9059","27260","NA","0.249","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","47","4181","24177","NA","0.147","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","48","9989","20343","NA","0.329","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","49","3727","19353","NA","0.161","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","50","15948","39204","NA","0.289","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","51","10841","27724","NA","0.281","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","52","32359","39141","NA","0.453","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","53","16133","40416","NA","0.285","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","54","11288","40609","NA","0.218","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","55","14421","43653","NA","0.248","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","56","19729","46235","NA","0.299","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","57","29892","45088","NA","0.399","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","58","18672","41803","NA","0.309","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","59","13867","37975","NA","0.267","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","60","15848","46624","NA","0.254","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","61","11878","31158","NA","0.276","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","62","9929","52724","NA","0.158","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","63","6923","27703","NA","0.2","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","64","6888","23791","NA","0.225","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","65","15073","33332","NA","0.311","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","66","20673","30567","NA","0.403","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","67","25550","32849","NA","0.438","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","68","16931","43190","NA","0.282","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","69","27656","36465","NA","0.431","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","70","22746","46573","NA","0.328","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","71","23475","44059","NA","0.348","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","72","17885","44417","NA","0.287","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","73","16523","31526","NA","0.344","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","74","19058","34322","NA","0.357","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","75","19939","35388","NA","0.36","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","76","17924","30202","NA","0.372","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","77","10595","39303","NA","0.212","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","78","8235","32408","NA","0.203","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","79","11449","45460","NA","0.201","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","80","11400","31627","NA","0.265","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","81","17411","32438","NA","0.349","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","82","16000","34482","NA","0.317","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","83","15104","38619","NA","0.281","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","84","10459","40671","NA","0.205","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","85","10750","37561","NA","0.223","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","86","8502","36915","NA","0.187","2018 State Primary","2018-09-13T00:00:00.000","2018"
"Assembly District","87","12345","40375","NA","0.234","2018 State Primary","2018-09-13T00:00:00.000","2018"
